Datetime,Subscribers,Days elapsed
2022/3/26 14:50,700000,"200 days after 600K (1,413 days after debut)"
2021/9/7 02:10,600000,"126 days after 500K (1,213 days after debut)"
2021/5/4 21:40,500000,"103 days after 400K (1,087 days after debut)"
2021/1/21 22:20,400000,86 days after 300K (984 days after debut)
2020/10/27 17:00,300000,112 days after 200K (898 days after debut)
2020/7/7,200000,160 days after 100K (786 days after debut)
2020/1/29,100000,626 days after debut
2018/5/13,Debut,-
