Datetime,Subscribers,Days elapsed
2022-04-11 22:40,700000,100 days after 600K (231 days after debut)
2022-01-01 13:50,600000,64 days after 500K (131 days after debut)
2021-10-29 23:10,500000,29 days after 400K (67 days after debut)
2021-09-30 10:30,400000,26 days after 300K (38 days after debut)
2021-09-04 14:10,300000,12 days after 200K (12 days after debut)
2021-08-23 17:10,200000,0 days after 100K (0 days after debut)
2021-08-18 10:20,100000,5 days before debut
2021-08-23,Debut,-
