Datetime,Subscribers,Days elapsed
2021-12-31 10:10,500000,183 days after 400K (628 days after debut)
2021-07-01 19:10,400000,139 days after 300K (445 days after debut)
2021-02-12 1:00,300000,71 days after 200K (306 days after debut)
2020-12-03 21:30,200000,74 days after 100K (235 days after debut)
2020-09-20 1:50,100000,161 days after debut
2020-04-12,Debut,-
