Datetime,Subscribers,Days elapsed
2022-03-30 17:50,500000,99 days after 400K (219 days after debut)
2021-12-21 5:00,400000,72 days after 300K (120 days after debut)
2021-10-10 18:00,300000,48 days after 200K (48 days after debut)
2021-08-23 20:50,200000,0 days after 100K (0 days after debut)
2021-08-18 11:10,100000,5 days before debut
2021-08-23,Debut,-
