Datetime,Subscribers,Days elapsed
2022-02-07 23:00,600000,180 days after 500K (668 days after debut)
2021-08-11 15:40,500000,153 days after 400K (488 days after debut)
2021-03-11 20:20,400000,94 days after 300K (335 days after debut)
2020-12-07 0:30,300000,30 days after 200K (241 days after debut)
2020-11-07 2:10,200000,90 days after 100K (211 days after debut)
2020-08-09,100000,121 days after debut
2020-04-10,Debut,-
