Datetime,Subscribers,Days elapsed
2021/10/27 00:00,600000,"175 days after 500K (1,244 days after debut)"
2021/5/5 00:10,500000,"116 days after 400K (1,069 days after debut)"
2021/1/9 08:30,400000,86 days after 300K (953 days after debut)
2020/10/15 00:30,300000,65 days after 200K (867 days after debut)
2020/8/11,200000,139 days after 100K (802 days after debut)
2020/3/25,100000,663 days after debut
2018/6/1,Debut,-
