Datetime,Subscribers,Days elapsed
2021-11-05 21:10,400000,185 days after 300K (335 days after debut)
2021-05-04 13:00,300000,111 days after 200K (150 days after debut)
2021-01-13 2:10,200000,39 days after 100K (39 days after debut)
2020-12-05 22:00,100000,0 days after debut
2020-12-05,Debut,-
